개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3830000,202238300000101987,공중화장실,법제3조제5호,안양천 수질정화시설 공중화장실,,경기도 안양시 동안구 호계동 166-1,1,1,0,0,0,0,1,0,0,안양시 생태하천과,03180452187,상시,,200801,공공기관-지방자치단체,수세식,Y,Y,여자화장실+남자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:17:25
3830000,202238300000101988,공중화장실,법제3조제5호,안양천 안양교 옆 공중화장실,,경기도 안양시 만안구 안양동 858,1,1,0,0,0,0,2,0,0,안양시 생태하천과,03180452187,상시,,201708,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:16:58
3830000,202238300000101989,공중화장실,법제3조제16호-영제3조제1항제2호,안양천생태이야기관 화장실,경기도 안양시 만안구 석수로 320,경기도 안양시 만안구 석수동 583-4,1,2,0,0,0,0,3,0,0,안양시 생태하천과,03180455210,상시,,201208,공공기관-지방자치단체,수세식,Y,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:12:42
3830000,202238300000101990,공중화장실,법제3조제5호,안일교 공중화장실,,경기도 안양시 동안구 비산동 531-166,2,2,1,1,0,0,4,1,0,안양시 생태하천과,03180452187,상시,,200612,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:11:35
3830000,202238300000101991,공중화장실,법제3조제5호,애향소공원 공중화장실,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 17:38:15
3830000,202238300000101994,공중화장실,,어린이도서관 화장실,"경기도 안양시 동안구 동안로 66 (호계동, 안양어린이도서관)",,3,7,1,1,2,4,7,1,3,안양시 동안구도서관,03180456271,,10:00~19:00,,공공기관-지방자치단체,수세식,,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:12:31
3830000,202238300000101996,공중화장실,법제3조제5호,연현마을 공중화장실,,경기도 안양시 석수동 461-2,2,3,1,0,0,0,4,1,0,안양시 생태하천과,03180452187,상시,,202009,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:10:57
3830000,202238300000101998,개방화장실,,염불사(암) 개방화장실,경기도 안양시 만안구 예술공원로245번길 150,,1,2,0,0,0,0,6,0,0,염불사(암),0314712300,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101999,공중화장실,,염불사입구 공중화장실,,경기도 안양시 만안구 석수동 산17,4,1,0,0,0,0,7,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수거식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102000,공중화장실,,예술공원 수목원 입구 공중화장실,,경기도 안양시 만안구 석수동 산20-2,4,6,0,0,0,0,6,0,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102001,공중화장실,,예술공원 주차장 공중화장실,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구 석수동 240-18,4,5,1,1,0,0,5,1,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:45:01
3830000,202238300000102002,공중화장실,,예술공원 파빌리온 공중화장실,경기도 안양시 만안구 예술공원로 180,경기도 안양시 만안구 안양동 1351,3,4,1,1,0,0,6,1,0,안양문화예술재단,0316870548,,00:00~24:00,,공공기관-국가공공기관,수세식,,N,,N,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-01-03 16:36:42
3830000,202238300000102004,간이화장실,법제3조제5호,옥지압마당(현충탑) 공중화장실,,경기도 안양시 만안구 안양동 산103-174,1,0,0,0,0,0,1,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:42:09
3830000,202238300000102005,개방화장실,,올림픽스포츠센터 개방화장실,경기도 안양시 동안구 동안로 120(호계동),,2,4,1,1,0,0,3,1,0,올림픽스포츠센터,0313813140,,06:00~22:30,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102008,공중화장실,,운곡공원 공중화장실,,경기도 안양시 동안구 비산동 249-6,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:48:02
3830000,202238300000102014,공중화장실,,인덕원역(4호선) 공중화장실,경기도 안양시 동안구 흥안대로 529 지하,,3,5,1,1,0,0,8,1,0,인덕원역,0314227788,,00:00~00:00,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102016,간이화장실,법제3조제1호,임곡화장실 (자연학습장),,경기도 안양시 동안구 비산동 산 186-19,1,1,0,0,0,0,2,0,0,안양시 동안구 교통녹지과,03180454512,상시,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:44:14
3830000,202238300000102017,공중화장실,,자유공원 론볼링장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,경기도 안양시 동안구 호계동 1112,2,4,1,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102018,공중화장실,,자유공원 옥지압장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,경기도 안양시 동안구 호계동 1112,3,5,0,0,0,0,4,0,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102019,공중화장실,,자유공원 축구장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,경기도 안양시 동안구 호계동 1112,2,4,1,0,0,0,6,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102020,공중화장실,,자유공원 테니스장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,경기도 안양시 동안구 호계동 1112,2,1,1,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102023,공중화장실,,중앙공원 관리사무실 공중화장실,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평촌동 895,3,3,1,0,0,0,3,0,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102024,공중화장실,,중앙공원 매점 앞 공중화장실,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평촌동 895,4,9,1,0,0,0,10,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102025,공중화장실,,중앙공원 주차장 옆 공중화장실,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평촌동 895,4,5,0,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102026,개방화장실,법제3조제6호,중앙시장 곱창골목 개방화장실,경기도 안양시 만안구 장내로119번길 6 (안양동),경기도 안양시 만안구 안양동 676-230,2,3,0,0,0,0,4,0,0,중앙시장 상인회,0314479961,상시,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,여자화장실,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-07-11 16:41:16
3830000,202238300000102027,공중화장실,,중앙시장 내 공중화장실,경기도 안양시 만안구 안양로291번길 34,경기도 안양시 만안구 안양동 676-45,3,4,1,1,0,0,3,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102028,개방화장실,,중앙시장 번영회 개방화장실,경기도 안양시 만안구 냉천로 196(안양동),,3,4,0,0,0,0,4,0,0,중앙시장 번영회,0314496047,,05:00~19:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102029,개방화장실,,중앙시장 상인회관 개방화장실,경기도 안양시 만안구 냉천로185번길 8(안양동),,1,2,1,1,0,0,2,1,0,중앙시장 상인회,0314479961,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102031,공중화장실,,지방노동청 안양지청(1~4층),"경기도 안양시 만안구 전파로44번길 73(안양동, 중부지방고용노동청 안양지청)",경기도 안양시 만안구 안양동 199-35,8,8,1,2,0,0,8,1,0,중부지방고용노동청 안양지청,0314637303,,09:00~18:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102036,개방화장실,,청구랜드 개방화장실,경기도 안양시 동안구 평촌대로223번길 43,,1,1,0,0,0,0,1,0,0,청구랜드,,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102038,공중화장실,,초원어린이공원 공중화장실,,경기도 안양시 동안구 평촌동 896-3,2,2,1,0,0,0,2,1,1,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102039,공중화장실,법제3조제5호,최경환성지 앞 공중화장실,,경기도 안양시 만안구 안양동 산 177,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 17:36:48
3830000,202238300000102041,공중화장실,법제3조제5호,충훈2교하류 제방 공중화장실,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,1,1,0,0,0,0,2,0,0,안양시 생태하천과,03180452187,상시,,200401,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:03:57
3830000,202238300000102042,공중화장실,,충훈공원 공중화장실,,경기도 안양시 만안구 석수동 626-4,2,3,1,0,0,0,7,1,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102043,개방화장실,,칼라힐주차빌딩 개방화장실,경기도 안양시 동안구 시민대로 312(평촌동),,5,5,1,0,0,0,3,0,0,칼라힐주차빌딩,0314267814,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102044,공중화장실,법제3조제16호-영제3조제1항제1호,평안동 행정복지센터 화장실,경기도 안양시 동안구 관평로138번길 39,,3,6,1,0,0,0,4,1,0,평안동 행정복지센터,03180454690,정시,09:00~18:00,199209,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:12:21
3830000,202238300000102045,공중화장실,,평안어린이공원 공중화장실,,경기도 안양시 동안구 평촌동 899-6,2,2,1,0,0,0,3,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102046,공중화장실,법제3조제5호,평촌경영고 앞 공중화장실,경기도 안양시 동안구 학의로 191,경기도 안양시 동안구 관양동 1609,1,2,0,0,0,0,2,0,0,안양시 생태하천과,03180452187,상시,,200612,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 10:57:57
3830000,202238300000102047,공중화장실,,평촌공원 공중화장실,경기도 안양시 동안구 평촌대로 256,경기도 안양시 동안구 관양동 1589-2,3,4,0,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102048,공중화장실,,평촌공원 사무실 공중화장실,경기도 안양시 동안구 평촌대로 256,경기도 안양시 동안구 관양동 1589-2,0,0,0,0,0,0,2,0,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102050,공중화장실,,평촌도서관 화장실,"경기도 안양시 동안구 관평로 213 (관양동, 안양시립평촌도서관)",,11,13,1,1,1,0,13,1,1,안양시 동안구도서관,03180456215,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:12:01
3830000,202238300000102051,공중화장실,,평촌동 행정복지센터 화장실,경기도 안양시 동안구 흥안대로456번길 21,,3,8,0,0,0,0,13,0,0,평촌동 행정복지센터,03180454680,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000102055,공중화장실,,평촌아트홀,"경기도 안양시 동안구 평촌대로 76(호계동, 평촌아트홀)",,19,25,3,1,0,2,32,2,0,안양문화예술재단,0316870550,,08:00~22:00,,공공기관-국가공공기관,수세식,,Y,장애인화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-01-03 16:37:46
3830000,202238300000102056,공중화장실,,평촌역(4호선) 공중화장실,경기도 안양시 동안구 부림로 123 지하,,4,5,0,0,0,0,6,0,0,평촌역,0314227788,,00:00~00:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102059,공중화장실,,평촌학생체육관,"경기도 안양시 동안구 흥안대로223번길 38(호계동, 평촌학생체육관)",,1,4,1,1,0,0,3,1,0,안양과천교육지원청,0314529072,,09:00~18:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102060,개방화장실,,평촌훼미리타운 개방화장실,경기도 안양시 동안구 관평로170번길 43(평촌동),,4,3,0,0,0,0,4,1,0,평촌훼미리타운,0313814451,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102061,공중화장실,,평화공원 공중화장실,,경기도 안양시 동안구 비산동 1104-2,2,3,1,0,0,0,5,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:43:23
3830000,202238300000102063,공중화장실,,푸르미어린이공원 공중화장실,,경기도 안양시 만안구  안양동 1419,1,2,1,1,0,0,3,1,0,안양시 공원관리과,03180455286,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102064,공중화장실,,학운공원 공중화장실(1),,경기도 안양시 동안구 비산동 1100,2,3,1,0,0,0,4,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102065,공중화장실,,학운공원 공중화장실(2),,경기도 안양시 동안구 비산동 1099,1,2,1,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102066,공중화장실,법제3조제5호,학의천 수질정화시설 공중화장실,,경기도 안양시 동안구 관양동 1307-173,1,1,0,0,0,0,2,0,0,안양시 생태하천과,03180452187,상시,,200901,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 10:50:44
3830000,202238300000102068,공중화장실,,한국전력공사 안양지사,"경기도 안양시 동안구 귀인로 59(호계동, 한국전력공사)",경기도 안양시 동안구 호계동 921,9,10,0,0,0,0,9,0,0,한국전력공사 안양지사,,,09:00~18:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102077,공중화장실,,해오름공원 공중화장실,경기도 안양시 동안구 동편로13번길 57,경기도 안양시 동안구 관양동 1668,4,4,1,0,0,0,8,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:42:57
3830000,202238300000102081,개방화장실,,협심빌딩 개방화장실,경기도 안양시 만안구 안양로 339(안양동),,3,3,0,0,0,0,2,0,0,협심새마을금고,0314494093,,09:00~20:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102082,공중화장실,법제3조제16호-영제3조제1항제1호,호계1동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 538,경기도 안양시 동안구 호계동 1003-7,1,2,1,1,0,0,3,1,0,호계1동 행정복지센터,03180454710,정시,09:00~18:00,199504,공공기관-지방자치단체,수세식,Y,Y,남자화장실,Y,Y,남자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 15:39:45
3830000,202238300000102083,공중화장실,,호계2동 행정복지센터 화장실,"경기도 안양시 동안구 시민대로110번길 6, 2층",경기도 안양시 동안구 호계동 907-11,2,2,0,0,0,0,2,0,0,호계2동 행정복지센터,03180454720,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102084,공중화장실,법제3조제16호-영제3조제1항제1호,호계3동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 504,경기도 안양시 동안구 호계동 764-5,10,8,3,3,0,0,18,3,0,호계3동 행정복지센터,03180454730,정시,08:00~20:00,200203,공공기관-지방자치단체,수세식,Y,N,,N,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 15:41:17
3830000,202238300000102085,공중화장실,,호계공원 게이트볼장 공중화장실,경기도 안양시 동안구 경수대로665번길 74-30,경기도 안양시 동안구 호계동 314-3,2,3,1,0,0,0,2,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102086,공중화장실,,호계공원 매봉광장 옆 공중화장실,경기도 안양시 동안구 귀인로80번길 128,경기도 안양시 동안구 호계동 335-112,3,5,1,0,0,0,4,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102087,공중화장실,,호계공원 배드민턴장 공중화장실,경기도 안양시 동안구 엘에스로144번길 86,경기도 안양시 동안구 호계동 172-7,2,4,0,0,0,0,2,0,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102088,공중화장실,,호계공원 테니스장 공중화장실,경기도 안양시 동안구 귀인로80번길 128,경기도 안양시 동안구 호계동 335-112,2,4,0,0,0,0,3,0,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102089,공중화장실,,호계도서관 화장실,"경기도 안양시 동안구 경수대로685번길 26 (호계동, 안양시립호계도서관)",,8,10,1,0,0,0,10,0,0,안양시 동안구도서관,03180456253,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:02:54
3830000,202238300000102092,공중화장실,법제3조제5호,호금교 공중화장실,,경기도 안양시 동안구 호계동 1035,2,2,1,1,0,0,4,1,0,안양시 생태하천과,03180452187,상시,,201001,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 10:49:56
3830000,202238300000102093,공중화장실,,호암공원 화장실,,경기도 안양시 만안구  석수동 497-5,2,3,1,0,0,0,3,1,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102098,공중화장실,법제3조제17호-영제3조제2항제1호,흥국화재 안양사옥,경기도 안양시 동안구 시민대로 194(호계동),,20,30,0,0,0,0,20,0,0,흥국화재 안양사옥,0313812763,상시,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 19:26:01
3830000,202238300000102099,공중화장실,,희성어린이공원화장실,,경기도 안양시 달안동 1101-3,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102102,공중화장실,,안양4동노외,만안구 냉천로 203번길 15(중앙시장 5문 입구),만안구 안양동 711-23,2,2,0,0,0,0,2,0,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102103,공중화장실,,삼덕공원지하,만안구 안양로 317,만안구 안양동 782-24번지 지하,1,2,1,1,0,0,3,1,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102104,공중화장실,,안양7동공영,만안구 안양동 212-8,만안구 안양동 212-8,2,1,1,1,0,0,2,1,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102105,공중화장실,,관양1동노외,동안구 관평로358번길 30,동안구 관양동 1407-12,2,0,1,1,0,0,3,1,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102106,공중화장실,,동편마을지하,동안구 관양동 1709 동편마을 단지 내,동안구 관양동 1709 동편마을 단지 내,1,0,1,1,0,0,2,1,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102107,공중화장실,,인덕원환승,동안구 안양판교로 23(인덕원역 인근),동안구 관양동 157,3,2,0,0,0,0,3,0,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102108,공중화장실,,관양2동노외,동안구 흥안대로507번길 23(주은혜교회 뒤),동안구 관양동 1497,1,0,1,1,0,0,1,1,0,안양도시공사(주차사업부),0313895326,,00:00~00:00,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:46
3830000,202238300000102109,공중화장실,법제3조제6호,평촌지하,경기도 안양시 동안구 시민대로 지하 238,동안구 관양동 1591-5,10,15,1,2,0,0,12,1,0,안양도시공사(주차사업부),0313895326,상시,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:51:40
3830000,202238300000102110,공중화장실,법제3조제6호,느루소공원공영,동안구 호계동 954-4 호계1동소공원 지하,동안구 호계동 954-4 호계1동소공원 지하,1,0,1,1,0,0,2,1,0,안양도시공사(주차사업부),0313895326,상시,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:49:57
3830000,202238300000102111,공중화장실,법제3조제6호,평촌스마트스퀘어지하,동안구 부림로170번길 20(스마트스퀘어체육공원 내),동안구 관양동 1741,2,2,1,1,0,0,5,1,0,안양도시공사(주차사업부),0313895326,상시,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:51:10
